Entity,Code,Day,people_fully_vaccinated_per_hundred,145609-annotations
Liechtenstein,LIE,2021-02-25,1.6,
Liechtenstein,LIE,2021-02-26,1.93,
Liechtenstein,LIE,2021-02-27,1.93,
Liechtenstein,LIE,2021-02-28,1.93,
Liechtenstein,LIE,2021-03-01,1.93,
Liechtenstein,LIE,2021-03-02,1.97,
Liechtenstein,LIE,2021-03-03,2,
Liechtenstein,LIE,2021-03-04,2.02,
Liechtenstein,LIE,2021-03-05,2.03,
Liechtenstein,LIE,2021-03-06,2.04,
Liechtenstein,LIE,2021-03-07,2.04,
Liechtenstein,LIE,2021-03-08,2.05,
Liechtenstein,LIE,2021-03-09,2.06,
Liechtenstein,LIE,2021-03-10,2.07,
Liechtenstein,LIE,2021-03-11,2.09,
Liechtenstein,LIE,2021-03-12,2.1,
Liechtenstein,LIE,2021-03-13,2.1,
Liechtenstein,LIE,2021-03-14,2.1,
Liechtenstein,LIE,2021-03-15,2.1,
Liechtenstein,LIE,2021-03-16,2.63,
Liechtenstein,LIE,2021-03-17,3.19,
Liechtenstein,LIE,2021-03-18,3.53,
Liechtenstein,LIE,2021-03-19,3.53,
Liechtenstein,LIE,2021-03-20,3.53,
Liechtenstein,LIE,2021-03-21,3.53,
Liechtenstein,LIE,2021-03-22,4.06,
Liechtenstein,LIE,2021-03-23,4.59,
Liechtenstein,LIE,2021-03-24,4.59,
Liechtenstein,LIE,2021-03-25,4.59,
Liechtenstein,LIE,2021-03-26,4.6,
Liechtenstein,LIE,2021-03-27,4.6,
Liechtenstein,LIE,2021-03-28,4.6,
Liechtenstein,LIE,2021-03-29,4.61,
Liechtenstein,LIE,2021-03-30,4.64,
Liechtenstein,LIE,2021-03-31,4.95,
Liechtenstein,LIE,2021-04-01,5.47,
Liechtenstein,LIE,2021-04-02,6,
Liechtenstein,LIE,2021-04-03,6,
Liechtenstein,LIE,2021-04-04,6,
Liechtenstein,LIE,2021-04-05,6,
Liechtenstein,LIE,2021-04-06,6.56,
Liechtenstein,LIE,2021-04-07,7.08,
Liechtenstein,LIE,2021-04-08,7.72,
Liechtenstein,LIE,2021-04-09,7.72,
Liechtenstein,LIE,2021-04-10,7.72,
Liechtenstein,LIE,2021-04-11,7.72,
Liechtenstein,LIE,2021-04-12,7.75,
Liechtenstein,LIE,2021-04-13,7.79,
Liechtenstein,LIE,2021-04-14,7.88,
Liechtenstein,LIE,2021-04-15,7.93,
Liechtenstein,LIE,2021-04-16,7.93,
Liechtenstein,LIE,2021-04-17,7.94,
Liechtenstein,LIE,2021-04-18,7.94,
Liechtenstein,LIE,2021-04-19,7.97,
Liechtenstein,LIE,2021-04-20,7.97,
Liechtenstein,LIE,2021-04-21,8.6,
Liechtenstein,LIE,2021-04-22,9.25,
Liechtenstein,LIE,2021-04-23,9.87,
Liechtenstein,LIE,2021-04-24,9.87,
Liechtenstein,LIE,2021-04-25,9.87,
Liechtenstein,LIE,2021-04-26,10.5,
Liechtenstein,LIE,2021-04-27,11.1,
Liechtenstein,LIE,2021-04-28,11.11,
Liechtenstein,LIE,2021-04-29,11.13,
Liechtenstein,LIE,2021-04-30,11.16,
Liechtenstein,LIE,2021-05-01,11.16,
Liechtenstein,LIE,2021-05-02,11.16,
Liechtenstein,LIE,2021-05-03,11.16,
Liechtenstein,LIE,2021-05-04,11.16,
Liechtenstein,LIE,2021-05-05,11.17,
Liechtenstein,LIE,2021-05-06,11.18,
Liechtenstein,LIE,2021-05-07,11.79,
Liechtenstein,LIE,2021-05-08,11.8,
Liechtenstein,LIE,2021-05-09,11.8,
Liechtenstein,LIE,2021-05-10,12.49,
Liechtenstein,LIE,2021-05-11,13.17,
Liechtenstein,LIE,2021-05-12,13.93,
Liechtenstein,LIE,2021-05-13,14.66,
Liechtenstein,LIE,2021-05-14,15.38,
Liechtenstein,LIE,2021-05-15,15.38,
Liechtenstein,LIE,2021-05-16,15.39,
Liechtenstein,LIE,2021-05-17,16.82,
Liechtenstein,LIE,2021-05-18,18.24,
Liechtenstein,LIE,2021-05-19,18.92,
Liechtenstein,LIE,2021-05-20,19.61,
Liechtenstein,LIE,2021-05-21,20.3,
Liechtenstein,LIE,2021-05-22,20.3,
Liechtenstein,LIE,2021-05-23,20.3,
Liechtenstein,LIE,2021-05-24,20.3,
Liechtenstein,LIE,2021-05-25,20.31,
Liechtenstein,LIE,2021-05-26,21.02,
Liechtenstein,LIE,2021-05-27,21.77,
Liechtenstein,LIE,2021-05-28,23.11,
Liechtenstein,LIE,2021-05-29,23.12,
Liechtenstein,LIE,2021-05-30,23.12,
Liechtenstein,LIE,2021-05-31,23.85,
Liechtenstein,LIE,2021-06-01,24.54,
Liechtenstein,LIE,2021-06-02,25.25,
Liechtenstein,LIE,2021-06-03,25.95,
Liechtenstein,LIE,2021-06-04,25.97,
Liechtenstein,LIE,2021-06-05,25.98,
Liechtenstein,LIE,2021-06-06,25.98,
Liechtenstein,LIE,2021-06-07,26.76,
Liechtenstein,LIE,2021-06-08,27.52,
Liechtenstein,LIE,2021-06-09,27.53,
Liechtenstein,LIE,2021-06-10,27.55,
Liechtenstein,LIE,2021-06-11,27.64,
Liechtenstein,LIE,2021-06-12,27.65,
Liechtenstein,LIE,2021-06-13,27.65,
Liechtenstein,LIE,2021-06-14,27.68,
Liechtenstein,LIE,2021-06-15,27.69,
Liechtenstein,LIE,2021-06-16,28.41,
Liechtenstein,LIE,2021-06-17,29.11,
Liechtenstein,LIE,2021-06-18,29.88,
Liechtenstein,LIE,2021-06-19,29.88,
Liechtenstein,LIE,2021-06-20,29.88,
Liechtenstein,LIE,2021-06-21,29.88,
Liechtenstein,LIE,2021-06-22,31.26,
Liechtenstein,LIE,2021-06-23,32.01,
Liechtenstein,LIE,2021-06-24,32.82,
Liechtenstein,LIE,2021-06-25,32.87,
Liechtenstein,LIE,2021-06-26,32.87,
Liechtenstein,LIE,2021-06-27,32.87,
Liechtenstein,LIE,2021-06-28,33.55,
Liechtenstein,LIE,2021-06-29,34.29,
Liechtenstein,LIE,2021-06-30,35.02,
Liechtenstein,LIE,2021-07-01,35.73,
Liechtenstein,LIE,2021-07-02,37.15,
Liechtenstein,LIE,2021-07-03,37.15,
Liechtenstein,LIE,2021-07-04,37.15,
Liechtenstein,LIE,2021-07-05,37.89,
Liechtenstein,LIE,2021-07-06,38.65,
Liechtenstein,LIE,2021-07-07,40.05,
Liechtenstein,LIE,2021-07-08,41.46,
Liechtenstein,LIE,2021-07-09,42.81,
Liechtenstein,LIE,2021-07-10,42.81,
Liechtenstein,LIE,2021-07-11,42.81,
Liechtenstein,LIE,2021-07-12,44.2,
Liechtenstein,LIE,2021-07-13,45.62,
Liechtenstein,LIE,2021-07-14,46.33,
Liechtenstein,LIE,2021-07-15,47.04,
Liechtenstein,LIE,2021-07-16,47.84,
Liechtenstein,LIE,2021-07-17,47.84,
Liechtenstein,LIE,2021-07-18,47.84,
Liechtenstein,LIE,2021-07-19,47.84,
Liechtenstein,LIE,2021-07-20,47.84,
Liechtenstein,LIE,2021-07-21,47.85,
Liechtenstein,LIE,2021-07-22,48.43,
Liechtenstein,LIE,2021-07-23,49.43,
Liechtenstein,LIE,2021-07-24,49.43,
Liechtenstein,LIE,2021-07-25,49.43,
Liechtenstein,LIE,2021-07-26,49.43,
Liechtenstein,LIE,2021-07-27,49.43,
Liechtenstein,LIE,2021-07-28,49.44,
Liechtenstein,LIE,2021-07-29,49.44,
Liechtenstein,LIE,2021-07-30,49.44,
Liechtenstein,LIE,2021-07-31,49.44,
Liechtenstein,LIE,2021-08-01,49.44,
Liechtenstein,LIE,2021-08-02,49.44,
Liechtenstein,LIE,2021-08-03,49.44,
Liechtenstein,LIE,2021-08-04,49.44,
Liechtenstein,LIE,2021-08-05,49.44,
Liechtenstein,LIE,2021-08-06,49.44,
Liechtenstein,LIE,2021-08-07,49.44,
Liechtenstein,LIE,2021-08-08,49.44,
Lithuania,LTU,2021-01-17,0.04,
Lithuania,LTU,2021-01-18,0.1,
Lithuania,LTU,2021-01-19,0.25,
Lithuania,LTU,2021-01-20,0.31,
Lithuania,LTU,2021-01-21,0.34,
Lithuania,LTU,2021-01-22,0.34,
Lithuania,LTU,2021-01-23,0.34,
Lithuania,LTU,2021-01-24,0.34,
Lithuania,LTU,2021-01-25,0.34,
Lithuania,LTU,2021-01-26,0.36,
Lithuania,LTU,2021-01-27,0.48,
Lithuania,LTU,2021-01-28,0.61,
Lithuania,LTU,2021-01-29,0.8,
Lithuania,LTU,2021-01-30,0.82,
Lithuania,LTU,2021-01-31,0.82,
Lithuania,LTU,2021-02-01,0.88,
Lithuania,LTU,2021-02-02,0.97,
Lithuania,LTU,2021-02-03,1.16,
Lithuania,LTU,2021-02-04,1.47,
Lithuania,LTU,2021-02-05,1.7,
Lithuania,LTU,2021-02-06,1.73,
Lithuania,LTU,2021-02-07,1.73,
Lithuania,LTU,2021-02-08,1.82,
Lithuania,LTU,2021-02-09,1.89,
Lithuania,LTU,2021-02-10,1.94,
Lithuania,LTU,2021-02-11,1.98,
Lithuania,LTU,2021-02-12,1.99,
Lithuania,LTU,2021-02-13,1.99,
Lithuania,LTU,2021-02-14,1.99,
Lithuania,LTU,2021-02-15,2,
Lithuania,LTU,2021-02-16,2,
Lithuania,LTU,2021-02-17,2.13,
Lithuania,LTU,2021-02-18,2.3,
Lithuania,LTU,2021-02-19,2.43,
Lithuania,LTU,2021-02-20,2.43,
Lithuania,LTU,2021-02-21,2.43,
Lithuania,LTU,2021-02-22,2.49,
Lithuania,LTU,2021-02-23,2.53,
Lithuania,LTU,2021-02-24,2.56,
Lithuania,LTU,2021-02-25,2.6,
Lithuania,LTU,2021-02-26,2.63,
Lithuania,LTU,2021-02-27,2.64,
Lithuania,LTU,2021-02-28,2.64,
Lithuania,LTU,2021-03-01,2.64,
Lithuania,LTU,2021-03-02,2.65,
Lithuania,LTU,2021-03-03,2.71,
Lithuania,LTU,2021-03-04,2.88,
Lithuania,LTU,2021-03-05,3.05,
Lithuania,LTU,2021-03-06,3.05,
Lithuania,LTU,2021-03-07,3.05,
Lithuania,LTU,2021-03-08,3.09,
Lithuania,LTU,2021-03-09,3.13,
Lithuania,LTU,2021-03-10,3.22,
Lithuania,LTU,2021-03-11,3.24,
Lithuania,LTU,2021-03-12,3.5,
Lithuania,LTU,2021-03-13,3.53,
Lithuania,LTU,2021-03-14,3.53,
Lithuania,LTU,2021-03-15,3.57,
Lithuania,LTU,2021-03-16,3.74,
Lithuania,LTU,2021-03-17,4.03,
Lithuania,LTU,2021-03-18,4.23,
Lithuania,LTU,2021-03-19,4.4,
Lithuania,LTU,2021-03-20,4.41,
Lithuania,LTU,2021-03-21,4.41,
Lithuania,LTU,2021-03-22,4.44,
Lithuania,LTU,2021-03-23,4.63,
Lithuania,LTU,2021-03-24,4.82,
Lithuania,LTU,2021-03-25,5.05,
Lithuania,LTU,2021-03-26,5.25,
Lithuania,LTU,2021-03-27,5.25,
Lithuania,LTU,2021-03-28,5.26,
Lithuania,LTU,2021-03-29,5.28,
Lithuania,LTU,2021-03-30,5.5,
Lithuania,LTU,2021-03-31,5.74,
Lithuania,LTU,2021-04-01,5.79,
Lithuania,LTU,2021-04-02,5.94,
Lithuania,LTU,2021-04-03,5.97,
Lithuania,LTU,2021-04-04,5.97,
Lithuania,LTU,2021-04-05,5.97,
Lithuania,LTU,2021-04-06,6.01,
Lithuania,LTU,2021-04-07,6.04,
Lithuania,LTU,2021-04-08,6.22,
Lithuania,LTU,2021-04-09,6.35,
Lithuania,LTU,2021-04-10,6.36,
Lithuania,LTU,2021-04-11,6.36,
Lithuania,LTU,2021-04-12,6.38,
Lithuania,LTU,2021-04-13,6.48,
Lithuania,LTU,2021-04-14,6.72,
Lithuania,LTU,2021-04-15,6.91,
Lithuania,LTU,2021-04-16,7.08,
Lithuania,LTU,2021-04-17,7.09,
Lithuania,LTU,2021-04-18,7.09,
Lithuania,LTU,2021-04-19,7.11,
Lithuania,LTU,2021-04-20,7.23,
Lithuania,LTU,2021-04-21,7.59,
Lithuania,LTU,2021-04-22,7.89,
Lithuania,LTU,2021-04-23,8.17,
Lithuania,LTU,2021-04-24,8.18,
Lithuania,LTU,2021-04-25,8.18,
Lithuania,LTU,2021-04-26,8.22,
Lithuania,LTU,2021-04-27,8.26,
Lithuania,LTU,2021-04-28,8.3,
Lithuania,LTU,2021-04-29,8.97,
Lithuania,LTU,2021-04-30,9.84,
Lithuania,LTU,2021-05-01,10.17,
Lithuania,LTU,2021-05-02,10.2,
Lithuania,LTU,2021-05-03,10.31,
Lithuania,LTU,2021-05-04,10.88,
Lithuania,LTU,2021-05-05,11.66,
Lithuania,LTU,2021-05-06,12.25,
Lithuania,LTU,2021-05-07,12.76,
Lithuania,LTU,2021-05-08,12.82,
Lithuania,LTU,2021-05-09,12.82,
Lithuania,LTU,2021-05-10,12.99,
Lithuania,LTU,2021-05-11,13.38,
Lithuania,LTU,2021-05-12,13.85,
Lithuania,LTU,2021-05-13,14.35,
Lithuania,LTU,2021-05-14,14.89,
Lithuania,LTU,2021-05-15,15,
Lithuania,LTU,2021-05-16,15.01,
Lithuania,LTU,2021-05-17,15.19,
Lithuania,LTU,2021-05-18,15.68,
Lithuania,LTU,2021-05-19,16.27,
Lithuania,LTU,2021-05-20,16.86,
Lithuania,LTU,2021-05-21,17.37,
Lithuania,LTU,2021-05-22,17.58,
Lithuania,LTU,2021-05-23,17.59,
Lithuania,LTU,2021-05-24,17.9,
Lithuania,LTU,2021-05-25,18.28,
Lithuania,LTU,2021-05-26,18.74,
Lithuania,LTU,2021-05-27,19.29,
Lithuania,LTU,2021-05-28,19.79,
Lithuania,LTU,2021-05-29,20.01,
Lithuania,LTU,2021-05-30,20.01,
Lithuania,LTU,2021-05-31,20.41,
Lithuania,LTU,2021-06-01,20.91,
Lithuania,LTU,2021-06-02,21.68,
Lithuania,LTU,2021-06-03,22.26,
Lithuania,LTU,2021-06-04,23.01,
Lithuania,LTU,2021-06-05,23.17,
Lithuania,LTU,2021-06-06,23.18,
Lithuania,LTU,2021-06-07,23.7,
Lithuania,LTU,2021-06-08,24.19,
Lithuania,LTU,2021-06-09,24.8,
Lithuania,LTU,2021-06-10,25.38,
Lithuania,LTU,2021-06-11,25.8,
Lithuania,LTU,2021-06-12,25.9,
Lithuania,LTU,2021-06-13,26.05,
Lithuania,LTU,2021-06-14,26.35,
Lithuania,LTU,2021-06-15,26.94,
Lithuania,LTU,2021-06-16,27.71,
Lithuania,LTU,2021-06-17,28.39,
Lithuania,LTU,2021-06-18,29.08,
Lithuania,LTU,2021-06-19,29.28,
Lithuania,LTU,2021-06-20,29.31,
Lithuania,LTU,2021-06-21,29.69,
Lithuania,LTU,2021-06-22,30.43,
Lithuania,LTU,2021-06-23,31.29,
Lithuania,LTU,2021-06-24,31.61,
Lithuania,LTU,2021-06-25,32.48,
Lithuania,LTU,2021-06-26,32.75,
Lithuania,LTU,2021-06-27,32.96,
Lithuania,LTU,2021-06-28,33.53,
Lithuania,LTU,2021-06-29,34.28,
Lithuania,LTU,2021-06-30,34.96,
Lithuania,LTU,2021-07-01,35.41,
Lithuania,LTU,2021-07-02,35.97,
Lithuania,LTU,2021-07-03,36.12,
Lithuania,LTU,2021-07-04,36.13,
Lithuania,LTU,2021-07-05,36.48,
Lithuania,LTU,2021-07-06,36.61,
Lithuania,LTU,2021-07-07,37.05,
Lithuania,LTU,2021-07-08,37.52,
Lithuania,LTU,2021-07-09,37.9,
Lithuania,LTU,2021-07-10,38.03,
Lithuania,LTU,2021-07-11,38.03,
Lithuania,LTU,2021-07-12,38.34,
Lithuania,LTU,2021-07-13,38.59,
Lithuania,LTU,2021-07-14,38.78,
Lithuania,LTU,2021-07-15,39.02,
Lithuania,LTU,2021-07-16,39.33,
Lithuania,LTU,2021-07-17,39.39,
Lithuania,LTU,2021-07-18,39.42,
Lithuania,LTU,2021-07-19,39.67,
Lithuania,LTU,2021-07-20,39.89,
Lithuania,LTU,2021-07-21,40.09,
Lithuania,LTU,2021-07-22,40.33,
Lithuania,LTU,2021-07-23,40.54,
Lithuania,LTU,2021-07-24,40.59,
Lithuania,LTU,2021-07-25,40.62,
Lithuania,LTU,2021-07-26,40.88,
Lithuania,LTU,2021-07-27,41.06,
Lithuania,LTU,2021-07-28,41.26,
Lithuania,LTU,2021-07-29,41.46,
Lithuania,LTU,2021-07-30,41.7,
Lithuania,LTU,2021-07-31,41.84,
Lithuania,LTU,2021-08-01,41.93,
Lithuania,LTU,2021-08-02,42.26,
Lithuania,LTU,2021-08-03,42.42,
Lithuania,LTU,2021-08-04,42.68,
Lithuania,LTU,2021-08-05,43.21,
Lithuania,LTU,2021-08-06,43.68,
Lithuania,LTU,2021-08-07,43.85,
Lithuania,LTU,2021-08-08,43.89,
Lithuania,LTU,2021-08-09,44.26,
Low income,,2021-03-31,0,
Low income,,2021-04-01,0,
Low income,,2021-04-02,0,
Low income,,2021-04-04,0,
Low income,,2021-04-05,0,
Low income,,2021-04-06,0,
Low income,,2021-04-07,0,
Low income,,2021-04-08,0,
Low income,,2021-04-09,0,
Low income,,2021-04-10,0,
Low income,,2021-04-11,0,
Low income,,2021-04-12,0,
Low income,,2021-04-13,0,
Low income,,2021-04-14,0,
Low income,,2021-04-15,0,
Low income,,2021-04-16,0,
Low income,,2021-04-17,0,
Low income,,2021-04-18,0,
Low income,,2021-04-19,0,
Low income,,2021-04-20,0,
Low income,,2021-04-21,0,
Low income,,2021-04-22,0.01,
Low income,,2021-04-23,0.01,
Low income,,2021-04-24,0.01,
Low income,,2021-04-25,0.01,
Low income,,2021-04-26,0.01,
Low income,,2021-04-27,0.01,
Low income,,2021-04-28,0.01,
Low income,,2021-04-29,0.01,
Low income,,2021-04-30,0.01,
Low income,,2021-05-01,0.01,
Low income,,2021-05-02,0.01,
Low income,,2021-05-03,0.01,
Low income,,2021-05-04,0.01,
Low income,,2021-05-05,0.01,
Low income,,2021-05-06,0.01,
Low income,,2021-05-07,0.01,
Low income,,2021-05-08,0.01,
Low income,,2021-05-09,0.01,
Low income,,2021-05-10,0.01,
Low income,,2021-05-11,0.02,
Low income,,2021-05-12,0.03,
Low income,,2021-05-13,0.03,
Low income,,2021-05-14,0.03,
Low income,,2021-05-15,0.03,
Low income,,2021-05-16,0.03,
Low income,,2021-05-17,0.03,
Low income,,2021-05-18,0.04,
Low income,,2021-05-19,0.04,
Low income,,2021-05-20,0.04,
Low income,,2021-05-21,0.04,
Low income,,2021-05-22,0.04,
Low income,,2021-05-23,0.04,
Low income,,2021-05-24,0.04,
Low income,,2021-05-25,0.04,
Low income,,2021-05-26,0.05,
Low income,,2021-05-27,0.05,
Low income,,2021-05-28,0.05,
Low income,,2021-05-29,0.05,
Low income,,2021-05-30,0.05,
Low income,,2021-05-31,0.06,
Low income,,2021-06-01,0.06,
Low income,,2021-06-02,0.07,
Low income,,2021-06-03,0.07,
Low income,,2021-06-04,0.07,
Low income,,2021-06-05,0.07,
Low income,,2021-06-06,0.09,
Low income,,2021-06-07,0.09,
Low income,,2021-06-08,0.1,
Low income,,2021-06-09,0.1,
Low income,,2021-06-10,0.1,
Low income,,2021-06-11,0.1,
Low income,,2021-06-12,0.1,
Low income,,2021-06-13,0.1,
Low income,,2021-06-14,0.11,
Low income,,2021-06-15,0.11,
Low income,,2021-06-16,0.11,
Low income,,2021-06-17,0.12,
Low income,,2021-06-18,0.12,
Low income,,2021-06-19,0.12,
Low income,,2021-06-20,0.12,
Low income,,2021-06-21,0.12,
Low income,,2021-06-22,0.13,
Low income,,2021-06-23,0.13,
Low income,,2021-06-24,0.14,
Low income,,2021-06-25,0.14,
Low income,,2021-06-26,0.14,
Low income,,2021-06-27,0.14,
Low income,,2021-06-28,0.14,
Low income,,2021-06-29,0.14,
Low income,,2021-06-30,0.14,
Low income,,2021-07-01,0.14,
Low income,,2021-07-02,0.14,
Low income,,2021-07-03,0.14,
Low income,,2021-07-04,0.15,
Low income,,2021-07-05,0.16,
Low income,,2021-07-06,0.17,
Low income,,2021-07-07,0.17,
Low income,,2021-07-08,0.17,
Low income,,2021-07-09,0.17,
Low income,,2021-07-10,0.17,
Low income,,2021-07-11,0.17,
Low income,,2021-07-12,0.18,
Low income,,2021-07-13,0.18,
Low income,,2021-07-14,0.18,
Low income,,2021-07-15,0.18,
Low income,,2021-07-16,0.18,
Low income,,2021-07-17,0.18,
Low income,,2021-07-18,0.19,
Low income,,2021-07-19,0.22,
Low income,,2021-07-20,0.22,
Low income,,2021-07-21,0.22,
Low income,,2021-07-22,0.22,
Low income,,2021-07-23,0.22,
Low income,,2021-07-24,0.22,
Low income,,2021-07-25,0.22,
Low income,,2021-07-26,0.22,
Low income,,2021-07-27,0.22,
Low income,,2021-07-28,0.23,
Low income,,2021-07-29,0.23,
Low income,,2021-07-30,0.24,
Low income,,2021-07-31,0.24,
Low income,,2021-08-01,0.24,
Low income,,2021-08-02,0.24,
Low income,,2021-08-03,0.26,
Low income,,2021-08-04,0.26,
Low income,,2021-08-05,0.26,
Low income,,2021-08-06,0.26,
Low income,,2021-08-08,0.26,
Low income,,2021-08-09,0.29,
Lower middle income,,2021-01-28,0,
Lower middle income,,2021-01-29,0,
Lower middle income,,2021-01-30,0,
Lower middle income,,2021-01-31,0,
Lower middle income,,2021-02-01,0,
Lower middle income,,2021-02-02,0,
Lower middle income,,2021-02-03,0,
Lower middle income,,2021-02-04,0,
Lower middle income,,2021-02-05,0,
Lower middle income,,2021-02-06,0,
Lower middle income,,2021-02-07,0,
Lower middle income,,2021-02-08,0.01,
Lower middle income,,2021-02-09,0.01,
Lower middle income,,2021-02-10,0.01,
Lower middle income,,2021-02-11,0.01,
Lower middle income,,2021-02-12,0.01,
Lower middle income,,2021-02-13,0.01,
Lower middle income,,2021-02-14,0.01,
Lower middle income,,2021-02-15,0.02,
Lower middle income,,2021-02-16,0.02,
Lower middle income,,2021-02-17,0.03,
Lower middle income,,2021-02-18,0.04,
Lower middle income,,2021-02-19,0.04,
Lower middle income,,2021-02-20,0.05,
Lower middle income,,2021-02-21,0.06,
Lower middle income,,2021-02-22,0.06,
Lower middle income,,2021-02-23,0.07,
Lower middle income,,2021-02-24,0.08,
Lower middle income,,2021-02-25,0.09,
Lower middle income,,2021-02-26,0.1,
Lower middle income,,2021-02-27,0.12,
Lower middle income,,2021-02-28,0.12,
Lower middle income,,2021-03-01,0.12,
Lower middle income,,2021-03-02,0.13,
Lower middle income,,2021-03-03,0.14,
Lower middle income,,2021-03-04,0.15,
Lower middle income,,2021-03-05,0.17,
Lower middle income,,2021-03-06,0.18,
Lower middle income,,2021-03-07,0.18,
Lower middle income,,2021-03-08,0.19,
Lower middle income,,2021-03-09,0.2,
Lower middle income,,2021-03-10,0.22,
Lower middle income,,2021-03-11,0.23,
Lower middle income,,2021-03-12,0.25,
Lower middle income,,2021-03-13,0.27,
Lower middle income,,2021-03-14,0.27,
Lower middle income,,2021-03-15,0.3,
Lower middle income,,2021-03-16,0.32,
Lower middle income,,2021-03-17,0.34,
Lower middle income,,2021-03-18,0.36,
Lower middle income,,2021-03-19,0.39,
Lower middle income,,2021-03-20,0.4,
Lower middle income,,2021-03-21,0.4,
Lower middle income,,2021-03-22,0.42,
Lower middle income,,2021-03-23,0.45,
Lower middle income,,2021-03-24,0.46,
Lower middle income,,2021-03-25,0.48,
Lower middle income,,2021-03-26,0.5,
Lower middle income,,2021-03-27,0.51,
Lower middle income,,2021-03-28,0.51,
Lower middle income,,2021-03-29,0.52,
Lower middle income,,2021-03-30,0.53,
Lower middle income,,2021-03-31,0.55,
Lower middle income,,2021-04-01,0.57,
Lower middle income,,2021-04-02,0.58,
Lower middle income,,2021-04-03,0.6,
Lower middle income,,2021-04-04,0.61,
Lower middle income,,2021-04-05,0.62,
Lower middle income,,2021-04-06,0.65,
Lower middle income,,2021-04-07,0.66,
Lower middle income,,2021-04-08,0.69,
Lower middle income,,2021-04-09,0.7,
Lower middle income,,2021-04-10,0.73,
Lower middle income,,2021-04-11,0.75,
Lower middle income,,2021-04-12,0.78,
Lower middle income,,2021-04-13,0.8,
Lower middle income,,2021-04-14,0.82,
Lower middle income,,2021-04-15,0.86,
Lower middle income,,2021-04-16,0.88,
Lower middle income,,2021-04-17,0.91,
Lower middle income,,2021-04-18,0.93,
Lower middle income,,2021-04-19,0.97,
Lower middle income,,2021-04-20,0.99,
Lower middle income,,2021-04-21,1.02,
Lower middle income,,2021-04-22,1.07,
Lower middle income,,2021-04-23,1.09,
Lower middle income,,2021-04-24,1.1,
Lower middle income,,2021-04-25,1.18,
Lower middle income,,2021-04-26,1.23,
Lower middle income,,2021-04-27,1.29,
Lower middle income,,2021-04-28,1.33,
Lower middle income,,2021-04-29,1.38,
Lower middle income,,2021-04-30,1.42,
Lower middle income,,2021-05-01,1.45,
Lower middle income,,2021-05-02,1.46,
Lower middle income,,2021-05-03,1.5,
Lower middle income,,2021-05-04,1.56,
Lower middle income,,2021-05-05,1.61,
Lower middle income,,2021-05-06,1.67,
Lower middle income,,2021-05-07,1.74,
Lower middle income,,2021-05-08,1.78,
Lower middle income,,2021-05-09,1.81,
Lower middle income,,2021-05-10,1.86,
Lower middle income,,2021-05-11,1.96,
Lower middle income,,2021-05-12,1.99,
Lower middle income,,2021-05-13,2.04,
Lower middle income,,2021-05-14,2.07,
Lower middle income,,2021-05-15,2.09,
Lower middle income,,2021-05-16,2.1,
Lower middle income,,2021-05-17,2.12,
Lower middle income,,2021-05-18,2.15,
Lower middle income,,2021-05-19,2.17,
Lower middle income,,2021-05-20,2.2,
Lower middle income,,2021-05-21,2.23,
Lower middle income,,2021-05-22,2.25,
Lower middle income,,2021-05-23,2.26,
Lower middle income,,2021-05-24,2.29,
Lower middle income,,2021-05-25,2.32,
Lower middle income,,2021-05-26,2.33,
Lower middle income,,2021-05-27,2.36,
Lower middle income,,2021-05-28,2.37,
Lower middle income,,2021-05-29,2.39,
Lower middle income,,2021-05-30,2.41,
Lower middle income,,2021-05-31,2.46,
Lower middle income,,2021-06-01,2.5,
Lower middle income,,2021-06-02,2.53,
Lower middle income,,2021-06-03,2.55,
Lower middle income,,2021-06-04,2.58,
Lower middle income,,2021-06-05,2.61,
Lower middle income,,2021-06-06,2.62,
Lower middle income,,2021-06-07,2.64,
Lower middle income,,2021-06-08,2.69,
Lower middle income,,2021-06-09,2.73,
Lower middle income,,2021-06-10,2.76,
Lower middle income,,2021-06-11,2.78,
Lower middle income,,2021-06-12,2.81,
Lower middle income,,2021-06-13,2.83,
Lower middle income,,2021-06-14,2.87,
Lower middle income,,2021-06-15,2.94,
Lower middle income,,2021-06-16,2.97,
Lower middle income,,2021-06-17,3,
Lower middle income,,2021-06-18,3.03,
Lower middle income,,2021-06-19,3.06,
Lower middle income,,2021-06-20,3.08,
Lower middle income,,2021-06-21,3.13,
Lower middle income,,2021-06-22,3.17,
Lower middle income,,2021-06-23,3.19,
Lower middle income,,2021-06-24,3.24,
Lower middle income,,2021-06-25,3.28,
Lower middle income,,2021-06-26,3.34,
Lower middle income,,2021-06-27,3.37,
Lower middle income,,2021-06-28,3.42,
Lower middle income,,2021-06-29,3.5,
Lower middle income,,2021-06-30,3.53,
Lower middle income,,2021-07-01,3.6,
Lower middle income,,2021-07-02,3.62,
Lower middle income,,2021-07-03,3.72,
Lower middle income,,2021-07-04,3.76,
Lower middle income,,2021-07-05,3.83,
Lower middle income,,2021-07-06,3.88,
Lower middle income,,2021-07-07,3.94,
Lower middle income,,2021-07-08,4.07,
Lower middle income,,2021-07-09,4.09,
Lower middle income,,2021-07-10,4.19,
Lower middle income,,2021-07-11,4.22,
Lower middle income,,2021-07-12,4.3,
Lower middle income,,2021-07-13,4.39,
Lower middle income,,2021-07-14,4.46,
